Job Order No,Date,Fabric,Brand,Shade,Size,Quantity,Unit,Party Name,Garment Type,Section,Season,Emb,Emb Details,Printing,Printing Details,Pattern,Style,Remarks,Direct Stitching,Submitted By,Image URL,Lot Number,Component ,Challan No,Challan Date,Challan Items JSON,Challan History JSON,Challan Total Qty,Challan Complete Lot,Challan By,Challan PDF URL,Priority,Cancellation Timestamp,Cancelled By,Cancellation Approved From,Cancellation Reason,Status,Tape/Lace,Bottom Type,Zip,Sticker,Collar,Bone,FULL BAJU,,FABRIC_SUPERVISOR,PDF Status,PDF Generated Date,PDF Blocked,Order No.,Email Notified At
JO-215,2025-11-08,GERMAN FLEECE,ADIDAS,"BLACK, 15%","M , L , L , XL , XXL",30,SETS,Mohit Hosiery,TRACK SUIT,GENTS,WINTER,BHM,FRONT,NA,,SS Pattern,T/NECK FULL ZIPPER,,no,RAVINDER SINGH (Order Referred By Mohit Goyal),https://drive.google.com/uc?export=download&id=1XIFhsy8jEaGUz8p6kqjOnMaiIlGZdVdA,11184,UPPER,CH-EMB-0155,11 Nov 2025,"{""items"":[{""shade"":""BLACK"",""qty"":150},{""shade"":""15%"",""qty"":150}],""completeLot"":false,""notedAt"":""2025-11-11T07:37:33.504Z""}","[{""number"":""CH-EMB-0155"",""date"":""11 Nov 2025"",""by"":"""",""completeLot"":false,""totalQty"":300,""items"":[{""shade"":""BLACK"",""qty"":150},{""shade"":""15%"",""qty"":150}],""receivedDate"":""2025-11-11T10:02:02.347Z"",""embCompleted"":true,""embUpdatedAt"":""2025-11-13T05:35:23.933Z""}]",300,no,,,HIGH,,,,,,,,,,,,,,,,,,,11/8/2025
JO-215,2025-11-08,GERMAN FLEECE,ADIDAS,"BLACK, 15%","M , L , L , XL , XXL",30,SETS,Mohit Hosiery,TRACK SUIT,GENTS,WINTER,BHM,FRONT,NA,,SS Pattern,T/NECK FULL ZIPPER,,no,RAVINDER SINGH (Order Referred By Mohit Goyal),https://drive.google.com/uc?export=download&id=1XIFhsy8jEaGUz8p6kqjOnMaiIlGZdVdA,11185,LOWER,CH-EMB-0171,13 Nov 2025,"{""items"":[{""shade"":""BLACK"",""qty"":150},{""shade"":""15%"",""qty"":150}],""completeLot"":false,""notedAt"":""2025-11-13T07:30:55.588Z""}","[{""number"":""CH-EMB-0171"",""date"":""13 Nov 2025"",""by"":"""",""completeLot"":false,""totalQty"":300,""items"":[{""shade"":""BLACK"",""qty"":150},{""shade"":""15%"",""qty"":150}],""receivedDate"":""2025-11-15T06:18:30.938Z"",""embCompleted"":true,""embUpdatedAt"":""2025-11-21T06:05:13.666Z""}]",300,no,,,HIGH,,,,,,,,,,,,,,,,,,,11/8/2025
JO-216,2025-11-08,GERMAN FLEECE,ADDIDAS,"BLACK, 15%","M , L , L , XL , XXL",20,SETS,Mohit Hosiery,TRACK SUIT,GENTS,WINTER,BHM,FRONT,NA,,SS Pattern,T/NECK FULL ZIPPER,,no,RAVINDER SINGH (Order Referred By Mohit Goyal),https://drive.google.com/uc?export=download&id=1h-vTuB6q1RFYgmxNqbCeFeA56ucZ44Hv,11186,UPPER,CH-EMB-0159,11 Nov 2025,"{""items"":[{""shade"":""BLACK"",""qty"":100},{""shade"":""15%"",""qty"":100}],""completeLot"":false,""notedAt"":""2025-11-11T09:44:43.952Z""}","[{""number"":""CH-EMB-0159"",""date"":""11 Nov 2025"",""by"":"""",""completeLot"":false,""totalQty"":200,""items"":[{""shade"":""BLACK"",""qty"":100},{""shade"":""15%"",""qty"":100}],""receivedDate"":""2025-11-11T09:45:23.885Z"",""embCompleted"":true,""embUpdatedAt"":""2025-11-13T09:08:07.994Z""}]",200,no,,,HIGH,,,,,,,,,,,,,,,,,,,11/8/2025
JO-216,2025-11-08,GERMAN FLEECE,ADDIDAS,"BLACK, 15%","M , L , L , XL , XXL",20,SETS,Mohit Hosiery,TRACK SUIT,GENTS,WINTER,BHM,FRONT,NA,,SS Pattern,T/NECK FULL ZIPPER,,no,RAVINDER SINGH (Order Referred By Mohit Goyal),https://drive.google.com/uc?export=download&id=1h-vTuB6q1RFYgmxNqbCeFeA56ucZ44Hv,11187,LOWER,CH-EMB-0160,11 Nov 2025,"{""items"":[{""shade"":""BLACK"",""qty"":100},{""shade"":""15%"",""qty"":100}],""completeLot"":false,""notedAt"":""2025-11-11T09:44:46.345Z""}","[{""number"":""CH-EMB-0160"",""date"":""11 Nov 2025"",""by"":"""",""completeLot"":false,""totalQty"":200,""items"":[{""shade"":""BLACK"",""qty"":100},{""shade"":""15%"",""qty"":100}],""receivedDate"":""2025-11-11T09:45:28.115Z"",""embCompleted"":true,""embUpdatedAt"":""2025-11-13T09:08:11.412Z""}]",200,no,,,HIGH,,,,,,,,,,,,,,,,,,,11/8/2025
JO-217,2025-11-08,GERMAN FLEECE,ADDIDAS,"BLACK, 15%","M , L , L , XL , XXL",20,SETS,Mohit Hosiery,TRACK SUIT,GENTS,WINTER,BHM,FRONT,NA,,SS Pattern,T/NECK FULL ZIPPER,,no,RAVINDER SINGH (Order Referred By Mohit Goyal),https://drive.google.com/uc?export=download&id=1AOJkcfQf4mIIEY1b9ft9zc78CNLvgxAs,11188,UPPER,CH-EMB-0156,11 Nov 2025,"{""items"":[{""shade"":""BLACK"",""qty"":100},{""shade"":""15%"",""qty"":100}],""completeLot"":false,""notedAt"":""2025-11-11T07:37:40.249Z""}","[{""number"":""CH-EMB-0156"",""date"":""11 Nov 2025"",""by"":"""",""completeLot"":false,""totalQty"":200,""items"":[{""shade"":""BLACK"",""qty"":100},{""shade"":""15%"",""qty"":100}],""receivedDate"":""2025-11-11T09:45:08.916Z"",""embCompleted"":true,""embUpdatedAt"":""2025-11-12T11:13:51.548Z""}]",200,no,,,HIGH,,,,,,,,,,,,,,,,,,,11/8/2025
JO-217,2025-11-08,GERMAN FLEECE,ADDIDAS,"BLACK, 15%","M , L , L , XL , XXL",20,SETS,Mohit Hosiery,TRACK SUIT,GENTS,WINTER,BHM,FRONT,NA,,SS Pattern,T/NECK FULL ZIPPER,,no,RAVINDER SINGH (Order Referred By Mohit Goyal),https://drive.google.com/uc?export=download&id=1AOJkcfQf4mIIEY1b9ft9zc78CNLvgxAs,11189,LOWER,CH-EMB-0157,11 Nov 2025,"{""items"":[{""shade"":""BLACK"",""qty"":100},{""shade"":""15%"",""qty"":100}],""completeLot"":false,""notedAt"":""2025-11-11T08:50:38.211Z""}","[{""number"":""CH-EMB-0157"",""date"":""11 Nov 2025"",""by"":"""",""completeLot"":false,""totalQty"":200,""items"":[{""shade"":""BLACK"",""qty"":100},{""shade"":""15%"",""qty"":100}],""receivedDate"":""2025-11-11T09:45:03.276Z"",""embCompleted"":true,""embUpdatedAt"":""2025-11-12T11:13:55.960Z""}]",200,no,,,HIGH,,,,,,,,,,,,,,,,,,,11/8/2025
JO-218,2025-11-08,GERMAN FLEECE,LACOSTA,"15% (NAVY-RED-WHITE-NAVY), BLACK (AUQA-WHITE-RED-AQUA), NAVY (B.GREEN-WHITE-RED-B.GREEN)","M , L , L , XL , XXL",20,SETS,Mohit Hosiery,SWEATSHIRT,GENTS,WINTER,,,,,SS Pattern,COLLAR + THOKA,,yes,RAVINDER SINGH (Order Referred By Mohit Goyal),https://drive.google.com/uc?export=download&id=1y_lEj-UR-8_Z2H79QR-we4y6nWhFUMT2,11190,,,,,,,,,,HIGH,,,,,,,,,,,,,,,,,,,11/8/2025
JO-219,2025-11-08,GERMAN FLEECE,GUCCI,"BLACK, 15%, RED","M , L , L , XL , XXL",20,SETS,Mohit Hosiery,TRACK SUIT,GENTS,WINTER,BHM,FRONT,NA,,SS Pattern,T/NECK FULL ZIPPER,SIDE TAPE MATCHING ,no,RAVINDER SINGH (Order Referred By Mohit Goyal),https://drive.google.com/uc?export=download&id=1vVkV4pY6BMyjzE2UbGpea8kvU3BfI-H0,11191,UPPER,CH-EMB-0165,14 Nov 2025,"{""items"":[{""shade"":""15%"",""qty"":100},{""shade"":""RED"",""qty"":100},{""shade"":""BLACK"",""qty"":100}],""completeLot"":false,""notedAt"":""2025-11-14T06:42:06.747Z""}","[{""number"":""CH-EMB-0165"",""date"":""12 Nov 2025"",""by"":"""",""completeLot"":false,""totalQty"":200,""items"":[{""shade"":""15%"",""qty"":100},{""shade"":""RED"",""qty"":100}],""receivedDate"":""2025-11-12T14:03:32.555Z"",""embCompleted"":true,""embUpdatedAt"":""2025-11-17T05:59:31.020Z""},{""number"":""CH-EMB-0165"",""date"":""14 Nov 2025"",""by"":"""",""completeLot"":false,""totalQty"":100,""items"":[{""shade"":""BLACK"",""qty"":100}],""receivedDate"":""2025-11-15T06:16:54.562Z"",""embCompleted"":true,""embUpdatedAt"":""2025-11-17T05:59:36.478Z""}]",300,no,,,HIGH,,,,,,,,,,,,,,,,,,,11/8/2025
JO-219,2025-11-08,GERMAN FLEECE,GUCCI,"BLACK, 15%, RED","M , L , L , XL , XXL",20,SETS,Mohit Hosiery,TRACK SUIT,GENTS,WINTER,BHM,FRONT,NA,,SS Pattern,T/NECK FULL ZIPPER,SIDE TAPE MATCHING ,no,RAVINDER SINGH (Order Referred By Mohit Goyal),https://drive.google.com/uc?export=download&id=1vVkV4pY6BMyjzE2UbGpea8kvU3BfI-H0,11192,LOWER,CH-EMB-0164,14 Nov 2025,"{""items"":[{""shade"":""15%"",""qty"":100},{""shade"":""RED"",""qty"":100},{""shade"":""BLACK"",""qty"":100}],""completeLot"":false,""notedAt"":""2025-11-14T06:43:37.298Z""}","[{""number"":""CH-EMB-0164"",""date"":""12 Nov 2025"",""by"":"""",""completeLot"":false,""totalQty"":200,""items"":[{""shade"":""15%"",""qty"":100},{""shade"":""RED"",""qty"":100}],""receivedDate"":""2025-11-12T14:03:17.402Z"",""embCompleted"":true,""embUpdatedAt"":""2025-11-17T07:17:13.544Z""},{""number"":""CH-EMB-0164"",""date"":""14 Nov 2025"",""by"":"""",""completeLot"":false,""totalQty"":100,""items"":[{""shade"":""BLACK"",""qty"":100}],""receivedDate"":""2025-11-15T06:16:58.129Z"",""embCompleted"":true,""embUpdatedAt"":""2025-11-17T07:17:09.649Z""}]",300,no,,,HIGH,,,,,,,,,,,,,,,,,,,11/8/2025
JO-220,2025-11-10,GERMAN FLEECE,ADIDAS,"BLACK, 15%","M , L , L , XL , XXL",20,SETS,Mohit Hosiery,TRACK SUIT,GENTS,WINTER,NA,,BHM,FRONT,SS Pattern,CROSS HODDIE,,no,RAVINDER SINGH (Order Referred By Mohit Goyal),https://drive.google.com/uc?export=download&id=1tQOHWC683BYg5jb2DA0NOaRYVj6XIkQn,11193,UPPER,CH-PRINT-0045,14 Nov 2025,"{""items"":[{""shade"":""BLACK"",""qty"":100},{""shade"":""15%"",""qty"":100}],""completeLot"":false,""notedAt"":""2025-11-14T06:44:32.784Z""}","[{""number"":""CH-PRINT-0045"",""date"":""14 Nov 2025"",""by"":"""",""completeLot"":false,""totalQty"":200,""items"":[{""shade"":""BLACK"",""qty"":100},{""shade"":""15%"",""qty"":100}],""receivedDate"":""2025-11-15T06:20:52.498Z"",""embCompleted"":true,""embUpdatedAt"":""2025-11-18T07:23:12.384Z""}]",200,no,,,HIGH,,,,,,,,,,,,,,,,,,,11/10/2025
JO-220,2025-11-10,GERMAN FLEECE,ADIDAS,"BLACK, 15%","M , L , L , XL , XXL",20,SETS,Mohit Hosiery,TRACK SUIT,GENTS,WINTER,NA,,BHM,FRONT,SS Pattern,CROSS HODDIE,,no,RAVINDER SINGH (Order Referred By Mohit Goyal),https://drive.google.com/uc?export=download&id=1tQOHWC683BYg5jb2DA0NOaRYVj6XIkQn,11194,LOWER,CH-PRINT-0046,14 Nov 2025,"{""items"":[{""shade"":""BLACK"",""qty"":100},{""shade"":""15%"",""qty"":100}],""completeLot"":false,""notedAt"":""2025-11-14T06:44:37.897Z""}","[{""number"":""CH-PRINT-0046"",""date"":""14 Nov 2025"",""by"":"""",""completeLot"":false,""totalQty"":200,""items"":[{""shade"":""BLACK"",""qty"":100},{""shade"":""15%"",""qty"":100}],""receivedDate"":""2025-11-15T06:20:55.042Z"",""embCompleted"":true,""embUpdatedAt"":""2025-11-18T07:23:14.297Z""}]",200,no,,,HIGH,,,,,,,,,,,,,,,,,,,11/10/2025
JO-221,2025-11-10,MH IMPORTED STRIPE,AMI,"PURPEL (BLACK), BEIGE (BLACK), GOLD (RED), BEIGE (RED), CREAM (ROYAL), ORANGE (WHITE), CREAM (GOLD), CREAM (LEVENDER), B.GREEN (GOLD), GOLD (B.GREEN)","M , L , L , XL , XXL",1,ROLLS,Mohit Hosiery,T-SHIRT COLLAR,GENTS,WINTER,BHM,FRONT,NA,,SS Pattern,HALF ZIPPER,,no,RAVINDER (Order Referred By Mohit Goyal),https://drive.google.com/uc?export=download&id=18QAC1r962mY9qo9eKOzngVs9O5eMJ0Zv,11195,,CH-EMB-0158,12 Nov 2025,"{""items"":[{""shade"":""BEIGE (BLACK)"",""qty"":25},{""shade"":""GOLD (RED)"",""qty"":29},{""shade"":""BEIGE (RED)"",""qty"":65},{""shade"":""CREAM (ROYAL)"",""qty"":39},{""shade"":""ORANGE (WHITE)"",""qty"":35},{""shade"":""GOLD (B.GREEN)"",""qty"":35},{""shade"":""BEIGE(BLACK)"",""qty"":40},{""shade"":""CREAM(MOOV)"",""qty"":40},{""shade"":""MOOV(NAVY)"",""qty"":35},{""shade"":""B.GREEN (GOLD)"",""qty"":40}],""completeLot"":false,""notedAt"":""2025-11-12T05:30:45.378Z""}","[{""number"":""CH-EMB-0158"",""date"":""11 Nov 2025"",""by"":"""",""completeLot"":false,""totalQty"":303,""items"":[{""shade"":""BEIGE (BLACK)"",""qty"":25},{""shade"":""GOLD (RED)"",""qty"":29},{""shade"":""BEIGE (RED)"",""qty"":65},{""shade"":""CREAM (ROYAL)"",""qty"":39},{""shade"":""ORANGE (WHITE)"",""qty"":35},{""shade"":""GOLD (B.GREEN)"",""qty"":35},{""shade"":""CREAM(MOOV)"",""qty"":40},{""shade"":""MOOV(NAVY)"",""qty"":35}],""receivedDate"":""2025-11-11T09:44:59.797Z"",""embCompleted"":true,""embUpdatedAt"":""2025-11-12T14:05:06.218Z""},{""number"":""CH-EMB-0158"",""date"":""12 Nov 2025"",""by"":"""",""completeLot"":false,""totalQty"":40,""items"":[{""shade"":""B.GREEN (GOLD)"",""qty"":40}],""receivedDate"":""2025-11-12T14:03:08.868Z"",""embCompleted"":true,""embUpdatedAt"":""2025-11-12T14:05:14.092Z""}]",343,no,,,HIGH,,,,,,,,,,,,,,,,,,,11/10/2025
JO-222,2025-11-10,MICKEY,COLOMBIA,"BIACK, BLACK, GREY, FAWN, RUST, NAVY, OFF WHITE, OLIVE","M , L , L , XL , XXL",1,ROLLS,Mohit Hosiery,LOWER,GENTS,WINTER,BHM,FRONT,NA,,MH Pattern,17-18 MOHRI,,no,RAVINDER (Order Referred By Mohit Goyal),https://drive.google.com/uc?export=download&id=1SjHhA8hRUMdvenMS7iZI9s3sIqZTFYNy,11196,,CH-EMB-0162,12 Nov 2025,"{""items"":[{""shade"":""BIACK"",""qty"":75},{""shade"":""BLACK"",""qty"":75},{""shade"":""FAWN"",""qty"":95},{""shade"":""GREY"",""qty"":85},{""shade"":""NAVY"",""qty"":95},{""shade"":""OFF WHITE"",""qty"":85},{""shade"":""OLIVE"",""qty"":90},{""shade"":""RUST"",""qty"":95}],""completeLot"":false,""notedAt"":""2025-11-12T05:30:55.363Z""}","[{""number"":""CH-EMB-0162"",""date"":""12 Nov 2025"",""by"":"""",""completeLot"":false,""totalQty"":695,""items"":[{""shade"":""BIACK"",""qty"":75},{""shade"":""BLACK"",""qty"":75},{""shade"":""FAWN"",""qty"":95},{""shade"":""GREY"",""qty"":85},{""shade"":""NAVY"",""qty"":95},{""shade"":""OFF WHITE"",""qty"":85},{""shade"":""OLIVE"",""qty"":90},{""shade"":""RUST"",""qty"":95}],""receivedDate"":""2025-11-12T14:03:00.708Z"",""embCompleted"":true,""embUpdatedAt"":""2025-11-14T05:54:23.319Z""}]",695,no,,,HIGH,,,,,,,,,,,,,,,,,,,11/10/2025
JO-223,2025-11-10,MICKEY,NORTH FACE,"BIACK, BLACK, GREY, FAWN, RUST, NAVY, OFF WHITE, OLIVE","M , L , L , XL , XXL",1,ROLLS,Mohit Hosiery,LOWER,GENTS,WINTER,BHM,FRONT,NA,,MH Pattern,17-18 MOHRI,,no,RAVINDER (Order Referred By Mohit Goyal),,11197,,CH-EMB-0163,12 Nov 2025,"{""items"":[{""shade"":""BIACK"",""qty"":95},{""shade"":""BLACK"",""qty"":90},{""shade"":""GREY"",""qty"":95},{""shade"":""FAWN"",""qty"":90},{""shade"":""RUST"",""qty"":95},{""shade"":""NAVY"",""qty"":90},{""shade"":""OFF WHITE"",""qty"":90},{""shade"":""OLIVE"",""qty"":95}],""completeLot"":false,""notedAt"":""2025-11-12T07:37:56.391Z""}","[{""number"":""CH-EMB-0163"",""date"":""12 Nov 2025"",""by"":"""",""completeLot"":false,""totalQty"":740,""items"":[{""shade"":""BIACK"",""qty"":95},{""shade"":""BLACK"",""qty"":90},{""shade"":""GREY"",""qty"":95},{""shade"":""FAWN"",""qty"":90},{""shade"":""RUST"",""qty"":95},{""shade"":""NAVY"",""qty"":90},{""shade"":""OFF WHITE"",""qty"":90},{""shade"":""OLIVE"",""qty"":95}],""embCompleted"":true,""embUpdatedAt"":""2025-11-14T05:54:53.914Z"",""receivedDate"":""2025-11-12T14:02:53.764Z""}]",740,no,,,MEDIUM,,,,,,,,,,,,,,,,,,,11/10/2025
JO-224,2025-11-10,Q20,NIKE,"OLIVE, L.OLIVE, KHAKHI","L , XL , XXL , XXXL",30,SETS,Mohit Hosiery,NIKKER,GENTS,SUMMER,BHM,"FRONT, POCKET",NA,,MH Pattern,2 BON NIKKAR,,no,RAVINDER SINGH (Order Referred By Mohit Goyal),https://drive.google.com/file/d/1-Hgqc8UKgdI_KveTWQ37we6yKRkT6ieP/view?usp=drive_link,11198,,CH-EMB-0167,13 Nov 2025,"{""items"":[{""shade"":""OLIVE"",""qty"":120},{""shade"":""L.OLIVE"",""qty"":120},{""shade"":""KHAKHI"",""qty"":120}],""completeLot"":false,""notedAt"":""2025-11-13T06:12:15.040Z""}","[{""number"":""CH-EMB-0167"",""date"":""13 Nov 2025"",""by"":"""",""completeLot"":false,""totalQty"":360,""items"":[{""shade"":""OLIVE"",""qty"":120},{""shade"":""L.OLIVE"",""qty"":120},{""shade"":""KHAKHI"",""qty"":120}],""receivedDate"":""2025-11-13T09:04:16.736Z"",""embCompleted"":true,""embUpdatedAt"":""2025-11-14T05:54:27.055Z""}]",360,no,,,MEDIUM,,,,,,,,,,,,,,,,,,,11/10/2025
JO-225,2025-11-10,U.K LYCRA,ADIDAS,"OFF WHITE (B GREEN), BLACK (M GRAY), MOUSE (OLIVE), WHITE (FAINTER), RED (NAVY), B GREEN (OFF WHITE), YELLOW (D GREEN), ROYAL (WHITE), ORANGE (WHITE)","L , XL , XXL , XXXL",30,SETS,Mohit Hosiery,NIKKER,GENTS,SUMMER,BHM,,NA,,MH Pattern,LOWER CARGO,,no,PREM (Order Referred By Mohit Goyal),https://drive.google.com/file/d/1RbprxwtrOJ1fc1EYLoAROofmeclkdsJG/view?usp=drive_link,11199,,CH-EMB-0175,14 Nov 2025,"{""items"":[{""shade"":""OFF WHITE (B GREEN)"",""qty"":120},{""shade"":""BLACK (M GRAY)"",""qty"":120},{""shade"":""MOUSE (OLIVE)"",""qty"":112},{""shade"":""WHITE (FAINTER)"",""qty"":120},{""shade"":""RED (NAVY)"",""qty"":120},{""shade"":""B GREEN (OFF WHITE)"",""qty"":120},{""shade"":""YELLOW (D GREEN)"",""qty"":120},{""shade"":""ROYAL (WHITE)"",""qty"":120},{""shade"":""ORANGE (WHITE)"",""qty"":120}],""completeLot"":false,""notedAt"":""2025-11-14T06:41:21.694Z""}","[{""number"":""CH-EMB-0175"",""date"":""14 Nov 2025"",""by"":"""",""completeLot"":false,""totalQty"":1072,""items"":[{""shade"":""OFF WHITE (B GREEN)"",""qty"":120},{""shade"":""BLACK (M GRAY)"",""qty"":120},{""shade"":""MOUSE (OLIVE)"",""qty"":112},{""shade"":""WHITE (FAINTER)"",""qty"":120},{""shade"":""RED (NAVY)"",""qty"":120},{""shade"":""B GREEN (OFF WHITE)"",""qty"":120},{""shade"":""YELLOW (D GREEN)"",""qty"":120},{""shade"":""ROYAL (WHITE)"",""qty"":120},{""shade"":""ORANGE (WHITE)"",""qty"":120}],""receivedDate"":""2025-11-15T06:17:58.218Z"",""embCompleted"":true,""embUpdatedAt"":""2025-11-21T06:05:42.104Z""}]",1072,no,,,MEDIUM,,,,,,,,,,,,,,,,,,,11/10/2025
JO-226,2025-11-11,CAMO D123,UNDER AUMOR,"COFFEE, GREY, M GREY, OLIVE, IVORY","L , XL , XXL , XXXL",30,SETS,Mohit Hosiery,NIKKER,GENTS,SUMMER,BHM,"FRONT, POCKET",NA,,MH Pattern,CARGO NIKKER,,no,SHASHI (Order Referred By Mohit Goyal),https://drive.google.com/file/d/1V_7hgS4xyppc7HP86-8Qu9Mmd7UXSXIK/view?usp=drive_link,11200,,CH-EMB-0176,14 Nov 2025,"{""items"":[{""shade"":""COFFEE"",""qty"":120},{""shade"":""GREY"",""qty"":120},{""shade"":""OLIVE"",""qty"":120},{""shade"":""D.GREY"",""qty"":120},{""shade"":""MILITARY"",""qty"":120}],""completeLot"":false,""notedAt"":""2025-11-14T06:41:24.456Z""}","[{""number"":""CH-EMB-0176"",""date"":""14 Nov 2025"",""by"":"""",""completeLot"":false,""totalQty"":600,""items"":[{""shade"":""COFFEE"",""qty"":120},{""shade"":""GREY"",""qty"":120},{""shade"":""OLIVE"",""qty"":120},{""shade"":""D.GREY"",""qty"":120},{""shade"":""MILITARY"",""qty"":120}],""receivedDate"":""2025-11-15T06:18:00.433Z"",""embCompleted"":true,""embUpdatedAt"":""2025-11-22T14:37:57.518Z""}]",600,no,,,MEDIUM,,,,,,,,,,,,,,,,,,,11/11/2025
JO-227,2025-11-11,JORDAN RIB,ADIDDAS TERRAX,"FAWN, RED, BLACK, BLACK, B GREEN, ROYAL","L , XL , XXL , XXXL",30,SETS,Mohit Hosiery,NIKKER,GENTS,SUMMER,BHM,"FRONT, POCKET",NA,,MH Pattern,CARGO NIKKER,,no,SHASHI (Order Referred By Mohit Goyal),https://drive.google.com/file/d/1V_7hgS4xyppc7HP86-8Qu9Mmd7UXSXIK/view?usp=drive_link,11201,,CH-EMB-0177,15 Nov 2025,"{""items"":[{""shade"":""FAWN"",""qty"":120},{""shade"":""RED"",""qty"":120},{""shade"":""BLACK"",""qty"":240},{""shade"":""B GREEN"",""qty"":120},{""shade"":""ROYAL"",""qty"":120}],""completeLot"":false,""notedAt"":""2025-11-15T10:11:38.188Z""}","[{""number"":""CH-EMB-0177"",""date"":""14 Nov 2025"",""by"":"""",""completeLot"":false,""totalQty"":720,""items"":[{""shade"":""FAWN"",""qty"":120},{""shade"":""RED"",""qty"":120},{""shade"":""BLACK"",""qty"":240},{""shade"":""B GREEN"",""qty"":120},{""shade"":""ROYAL"",""qty"":120}],""receivedDate"":""2025-11-15T06:18:17.138Z"",""embCompleted"":true,""embUpdatedAt"":""2025-11-28T09:03:29.073Z""}]",720,no,,,MEDIUM,,,,,,,,,,,,,,,,,,,11/11/2025
JO-228,2025-11-11,JORDAN RIB,HOOD  BY RICH,"CAMEL, BLACK, RED, ROYAL, NAVY","L , XL , XXL , XXXL",15,SETS,Mohit Hosiery,NIKKER,GENTS,SUMMER,BHM,"FRONT, OTHER:FLAP",,,MH Pattern,CARGO NIKKER,,no,SHASHI (Order Referred By Mohit Goyal),https://drive.google.com/file/d/1cfn9iQP--1a1Ymg0w_XFaW4OgSkIgzwV/view?usp=drive_link,11202,,CH-EMB-0178,14 Nov 2025,"{""items"":[{""shade"":""CAMEL"",""qty"":60},{""shade"":""BLACK"",""qty"":60},{""shade"":""RED"",""qty"":60},{""shade"":""ROYAL"",""qty"":60},{""shade"":""NAVY"",""qty"":60}],""completeLot"":false,""notedAt"":""2025-11-14T06:41:27.731Z""}","[{""number"":""CH-EMB-0178"",""date"":""14 Nov 2025"",""by"":"""",""completeLot"":false,""totalQty"":300,""items"":[{""shade"":""CAMEL"",""qty"":60},{""shade"":""BLACK"",""qty"":60},{""shade"":""RED"",""qty"":60},{""shade"":""ROYAL"",""qty"":60},{""shade"":""NAVY"",""qty"":60}],""receivedDate"":""2025-11-15T06:16:18.432Z"",""embCompleted"":true,""embUpdatedAt"":""2025-11-19T05:44:13.220Z""}]",300,no,,,MEDIUM,,,,,,,,,,,,,,,,,,,11/11/2025
JO-229,2025-11-11,HARISH PRINT CAMO,UNDER AUMOR,"MILITARY, GREY, D GREY, OLIVE","M , L , L , XL , XXL",30,SETS,Mohit Hosiery,LOWER,GENTS,SUMMER,BHM,"FRONT, BACK",NA,,KOREAN PATTERN,LOWER,,no,SHASHI (Order Referred By Mohit Goyal),https://drive.google.com/file/d/1dgFx4HesFBE7rajUaQf43XlYoUDD5mmJ/view?usp=drive_link,11203,,CH-EMB-0179,18 Nov 2025,"{""items"":[{""shade"":""MILITARY"",""qty"":150},{""shade"":""GREY"",""qty"":150},{""shade"":""D GREY"",""qty"":150},{""shade"":""OLIVE"",""qty"":150}],""completeLot"":false,""notedAt"":""2025-11-18T07:25:44.880Z""}","[{""number"":""CH-EMB-0179"",""date"":""14 Nov 2025"",""by"":"""",""completeLot"":false,""totalQty"":600,""items"":[{""shade"":""MILITARY"",""qty"":150},{""shade"":""GREY"",""qty"":150},{""shade"":""D GREY"",""qty"":150},{""shade"":""OLIVE"",""qty"":150}],""receivedDate"":""2025-11-15T06:16:16.290Z"",""embCompleted"":true,""embUpdatedAt"":""2025-11-24T06:46:23.429Z""}]",600,no,,,MEDIUM,,,,,,,,,,,,,,,,,,,11/11/2025
