Job Order No,Date,Fabric,Brand,Shade,Size,Quantity,Unit,Party Name,Garment Type,Section,Season,Emb,Emb Details,Printing,Printing Details,Pattern,Style,Remarks,Direct Stitching,Submitted By,Image URL,Lot Number,Component ,Challan No,Challan Date,Challan Items JSON,Challan History JSON,Challan Total Qty,Challan Complete Lot,Challan By,Challan PDF URL,Priority,Cancellation Timestamp,Cancelled By,Cancellation Approved From,Cancellation Reason,Status,Tape/Lace,Bottom Type,Zip,Sticker,Collar,Bone,FULL BAJU,,FABRIC_SUPERVISOR,PDF Status,PDF Generated Date,PDF Blocked,Order No.,Email Notified At
JO-230,2025-11-11,UK LYCRA,UNDER AUMOR,"BLACK (40 SET), OFF WHITE (30 SET), M GREY (30 SET), RED (15 SET), PISTA (30 SET), MOUSE (30 SET), B GREEN (30 SET), ROYAL (15 SET)","M , L , L , XL , XXL",30,SETS,Mohit Hosiery,LOWER,GENTS,SUMMER,BHM,FRONT,NA,,SS Pattern,LOWER,,no,SHASHI (Order Referred By Mohit Goyal),https://drive.google.com/file/d/1pUfPE8u-GimGvJhkt3NXNRFdKlCvGDEs/view?usp=drive_link,11204,,CH-EMB-0185,17 Nov 2025,"{""items"":[{""shade"":""M GREY (30 SET)"",""qty"":150},{""shade"":""MOUSE (30 SET)"",""qty"":150},{""shade"":""B GREEN (30 SET)"",""qty"":150},{""shade"":""ROYAL (15 SET)"",""qty"":75},{""shade"":""BLACK (40 SET)"",""qty"":200},{""shade"":""OFF WHITE (30 SET)"",""qty"":150},{""shade"":""RED (15 SET)"",""qty"":75},{""shade"":""PISTA (30 SET)"",""qty"":150}],""completeLot"":false,""notedAt"":""2025-11-17T07:11:58.420Z""}","[{""number"":""CH-EMB-0185"",""date"":""15 Nov 2025"",""by"":"""",""completeLot"":false,""totalQty"":525,""items"":[{""shade"":""M GREY (30 SET)"",""qty"":150},{""shade"":""MOUSE (30 SET)"",""qty"":150},{""shade"":""B GREEN (30 SET)"",""qty"":150},{""shade"":""ROYAL (15 SET)"",""qty"":75}],""receivedDate"":""2025-11-15T14:12:24.039Z"",""embCompleted"":true,""embUpdatedAt"":""2025-11-26T14:48:19.688Z""},{""number"":""CH-EMB-0185"",""date"":""17 Nov 2025"",""by"":"""",""completeLot"":false,""totalQty"":575,""items"":[{""shade"":""BLACK (40 SET)"",""qty"":200},{""shade"":""OFF WHITE (30 SET)"",""qty"":150},{""shade"":""RED (15 SET)"",""qty"":75},{""shade"":""PISTA (30 SET)"",""qty"":150}],""receivedDate"":""2025-11-17T10:43:00.008Z"",""embCompleted"":true,""embUpdatedAt"":""2025-11-26T14:48:26.504Z""}]",1100,no,,,MEDIUM,,,,,,,,,,,,,,,,,,,11/11/2025
JO-231,2025-11-11,HARIS PRINT D123,TEREX,"COFFEE, MILTARY, GREY, D GREY, OLIVE","M , L , L , XL , XXL",30,SETS,Mohit Hosiery,LOWER,GENTS,SUMMER,BHM,FRONT,,,SS Pattern,DOUBLE PHUCHI,,no,RAVINDER (Order Referred By Mohit Goyal),https://drive.google.com/file/d/1RixrhaBm9NrzChL0bgUO9FbcsvHZl7Rn/view?usp=drive_link,11205,,CH-EMB-0180,14 Nov 2025,"{""items"":[{""shade"":""COFFEE"",""qty"":150},{""shade"":""MILTARY"",""qty"":150},{""shade"":""GREY"",""qty"":150},{""shade"":""D GREY"",""qty"":150},{""shade"":""OLIVE"",""qty"":150}],""completeLot"":false,""notedAt"":""2025-11-14T06:41:58.325Z""}","[{""number"":""CH-EMB-0180"",""date"":""14 Nov 2025"",""by"":"""",""completeLot"":false,""totalQty"":750,""items"":[{""shade"":""COFFEE"",""qty"":150},{""shade"":""MILTARY"",""qty"":150},{""shade"":""GREY"",""qty"":150},{""shade"":""D GREY"",""qty"":150},{""shade"":""OLIVE"",""qty"":150}],""receivedDate"":""2025-11-15T06:15:53.041Z"",""embCompleted"":true,""embUpdatedAt"":""2025-11-28T09:03:48.886Z""}]",750,no,,,MEDIUM,,,,,,,,,,,,,,,,,,,11/11/2025
JO-232,2025-11-12,2/2 RIB,AMI,"BLACK, OFF WHITE","S , M , L , XL",100,SETS,Mohit Hosiery,T-SHIRT,GENTS,WINTER,BHM,FRONT,,,MH Pattern,SANDOW,,no,RAVINDER (Order Referred By Mohit Goyal),,11206,,CH-EMB-0169,20 Nov 2025,"{""items"":[{""shade"":""BLACK"",""qty"":16},{""shade"":""OFF WHITE"",""qty"":402},{""shade"":""NAVY"",""qty"":37},{""shade"":""BLACK1"",""qty"":392}],""completeLot"":false,""notedAt"":""2025-11-20T06:55:57.417Z""}","[{""number"":""CH-EMB-0169"",""date"":""13 Nov 2025"",""by"":"""",""completeLot"":false,""totalQty"":455,""items"":[{""shade"":""BLACK"",""qty"":16},{""shade"":""OFF WHITE"",""qty"":402},{""shade"":""NAVY"",""qty"":37}],""receivedDate"":""2025-11-13T09:04:18.848Z"",""embCompleted"":true,""embUpdatedAt"":""2025-11-15T06:19:04.235Z""},{""number"":""CH-EMB-0169"",""date"":""20 Nov 2025"",""by"":"""",""completeLot"":false,""totalQty"":392,""items"":[{""shade"":""BLACK1"",""qty"":392}],""receivedDate"":""2025-11-20T11:36:32.778Z"",""embCompleted"":true,""embUpdatedAt"":""2025-11-22T14:38:57.560Z""}]",847,no,,,HIGH,,,,,,,,,,,,,,,,,,,11/12/2025
JO-233,2025-11-12,2/2 RIB,PRADA,"BLACK, OFF WHITE","S , M , L , XL",100,SETS,Mohit Hosiery,T-SHIRT,GENTS,WINTER,,,,,MH Pattern,SANDOW,,yes,RAVINDER (Order Referred By Mohit Goyal),,11207,,,,,,,,,,MEDIUM,,,,,,,,,,,,,,,,,,,11/12/2025
JO-234,2025-11-12,2/2 RIB,PRADA,"BLACK, OFF WHITE","S , M , L , XL",100,SETS,Mohit Hosiery,T-SHIRT,GENTS,WINTER,,,,,MH Pattern,SANDOW,,yes,RAVINDER (Order Referred By Mohit Goyal),,11208,,,,,,,,,,MEDIUM,,,,,,,,,,,,,,,,,,,11/12/2025
JO-235,2025-11-12,GERMAN FLEECE,AMI,"OFF WHITE (BLACK), BLACK (OFF WHITE), RED (NAVY), OFF WHITE (SKY)","M , L , L , XL , XL , XXL",20,SETS,Mohit Hosiery,SWEATSHIRT  R/N,GENTS,WINTER,BHM,FRONT,,,SS Pattern,REGULAR BAJU  ROUND NECK,,no,RAVINDER (Order Referred By Mohit Goyal),https://drive.google.com/file/d/1PEq5xL4UFGpuvV50RYZUK_M7JdxLZRYB/view?usp=drive_link,11209,,CH-EMB-0170,13 Nov 2025,"{""items"":[{""shade"":""OFF WHITE (BLACK)"",""qty"":100},{""shade"":""BLACK (OFF WHITE)"",""qty"":100},{""shade"":""RED (NAVY)"",""qty"":100},{""shade"":""OFF WHITE (SKY)"",""qty"":100}],""completeLot"":false,""notedAt"":""2025-11-13T06:49:50.607Z""}","[{""number"":""CH-EMB-0170"",""date"":""13 Nov 2025"",""by"":"""",""completeLot"":false,""totalQty"":400,""items"":[{""shade"":""OFF WHITE (BLACK)"",""qty"":100},{""shade"":""BLACK (OFF WHITE)"",""qty"":100},{""shade"":""RED (NAVY)"",""qty"":100},{""shade"":""OFF WHITE (SKY)"",""qty"":100}],""receivedDate"":""2025-11-13T09:04:21.071Z"",""embCompleted"":true,""embUpdatedAt"":""2025-11-17T05:59:51.093Z""}]",400,no,,,HIGH,,,,,,,,,,,,,,,,,,,11/12/2025
JO-236,2025-11-13,MATTY LYCRA,LACOSTE,"AQUA, BLACK, COFFEE, B GREEN, S GREY, CREAM","24 , 26 , 28 , 30 , 32 , 34 , 36",14,SETS,Mohit Hosiery,T-SHIRT COLLAR,KIDS,SUMMER,BHM,FRONT,BHM,FRONT,MH Pattern,COLLAR + THOKA,,no,RAVINDER (Order Referred By Mohit Goyal),,11210,,CH-EMB-0189,15 Jan 2026,"{""items"":[{""shade"":""AQUA"",""qty"":98},{""shade"":""BLACK"",""qty"":98},{""shade"":""COFFEE"",""qty"":98},{""shade"":""CREAM"",""qty"":98},{""shade"":""S GREY"",""qty"":98},{""shade"":""B GREEN"",""qty"":98}],""completeLot"":false,""notedAt"":""2026-01-15T07:44:39.706Z""}","[{""number"":""CH-EMB-0189"",""date"":""17 Nov 2025"",""by"":"""",""completeLot"":false,""totalQty"":392,""items"":[{""shade"":""AQUA"",""qty"":98},{""shade"":""BLACK"",""qty"":98},{""shade"":""COFFEE"",""qty"":98},{""shade"":""CREAM"",""qty"":98}],""receivedDate"":""2025-11-18T14:58:39.714Z"",""embCompleted"":true,""embUpdatedAt"":""2025-12-03T06:21:53.242Z""},{""number"":""CH-EMB-0189"",""date"":""18 Nov 2025"",""by"":"""",""completeLot"":false,""totalQty"":98,""items"":[{""shade"":""S GREY"",""qty"":98}],""receivedDate"":""2025-11-18T14:58:52.010Z"",""embCompleted"":true,""embUpdatedAt"":""2025-12-03T06:21:58.329Z""},{""number"":""CH-EMB-0189"",""date"":""15 Jan 2026"",""by"":"""",""completeLot"":false,""totalQty"":98,""items"":[{""shade"":""B GREEN"",""qty"":98}],""receivedDate"":""2026-01-15T07:45:02.500Z"",""embCompleted"":true,""embUpdatedAt"":""2026-01-22T15:02:43.515Z""}]",588,no,,,MEDIUM,,,,,,,,,,,,,,,,,,,11/13/2025
JO-237,2025-11-13,MATTY LYCRA,HUGO,"NAVY, B GREEN, AQUA, COFFEE, OFF WHITE, BLACK","24 , 26 , 28 , 30 , 32 , 34 , 36",14,SETS,Mohit Hosiery,T-SHIRT COLLAR,KIDS,SUMMER,BHM,FRONT,BHM,FRONT,MH Pattern,COLLAR + THOKA,,no,RAVINDER (Order Referred By Mohit Goyal),,11211,,CH-EMB-0181,15 Jan 2026,"{""items"":[{""shade"":""NAVY"",""qty"":98},{""shade"":""AQUA"",""qty"":98},{""shade"":""BLACK"",""qty"":98},{""shade"":""WHITE"",""qty"":98},{""shade"":""COFFEE"",""qty"":98},{""shade"":""OFF WHITE"",""qty"":98}],""completeLot"":false,""notedAt"":""2026-01-15T13:35:04.745Z""}","[{""number"":""CH-EMB-0181"",""date"":""15 Nov 2025"",""by"":"""",""completeLot"":false,""totalQty"":392,""items"":[{""shade"":""NAVY"",""qty"":98},{""shade"":""AQUA"",""qty"":98},{""shade"":""BLACK"",""qty"":98},{""shade"":""WHITE"",""qty"":98}],""receivedDate"":""2025-11-15T14:12:01.598Z"",""embCompleted"":true,""embUpdatedAt"":""2025-11-20T11:36:58.495Z""},{""number"":""CH-EMB-0181"",""date"":""3 Dec 2025"",""by"":"""",""completeLot"":false,""totalQty"":98,""items"":[{""shade"":""COFFEE"",""qty"":98}],""receivedDate"":""2025-12-03T07:47:55.151Z"",""embCompleted"":true,""embUpdatedAt"":""2025-12-09T05:05:16.709Z""},{""number"":""CH-EMB-0181"",""date"":""15 Jan 2026"",""by"":"""",""completeLot"":false,""totalQty"":98,""items"":[{""shade"":""OFF WHITE"",""qty"":98}],""receivedDate"":""2026-01-15T13:39:55.464Z"",""embCompleted"":true,""embUpdatedAt"":""2026-01-22T09:44:46.304Z""}]",588,no,,,MEDIUM,,,,,,,,,,,,,,,,,,,11/13/2025
JO-238,2025-11-13,MATTY LYCRA,BOSS,"FANTIER, BLACK, WHITE, COFFEE, NAVY","24 , 26 , 28 , 30 , 32 , 34 , 36",14,SETS,Mohit Hosiery,T-SHIRT COLLAR,KIDS,SUMMER,BHM,FRONT,BHM,FRONT,MH Pattern,COLLAR + THOKA,,no,RAVINDER (Order Referred By Mohit Goyal),,11212,,CH-EMB-0182,15 Jan 2026,"{""items"":[{""shade"":""FANTIER"",""qty"":98},{""shade"":""BLACK"",""qty"":98},{""shade"":""WHITE"",""qty"":98},{""shade"":""COFFEE"",""qty"":98},{""shade"":""NAVY"",""qty"":98}],""completeLot"":false,""notedAt"":""2026-01-15T13:35:07.080Z""}","[{""number"":""CH-EMB-0182"",""date"":""15 Nov 2025"",""by"":"""",""completeLot"":false,""totalQty"":294,""items"":[{""shade"":""FANTIER"",""qty"":98},{""shade"":""BLACK"",""qty"":98},{""shade"":""WHITE"",""qty"":98}],""receivedDate"":""2025-11-15T14:12:03.783Z"",""embCompleted"":true,""embUpdatedAt"":""2025-11-21T06:11:14.939Z""},{""number"":""CH-EMB-0182"",""date"":""3 Dec 2025"",""by"":"""",""completeLot"":false,""totalQty"":98,""items"":[{""shade"":""COFFEE"",""qty"":98}],""receivedDate"":""2025-12-03T07:47:58.959Z"",""embCompleted"":true,""embUpdatedAt"":""2025-12-05T06:55:02.711Z""},{""number"":""CH-EMB-0182"",""date"":""15 Jan 2026"",""by"":"""",""completeLot"":false,""totalQty"":98,""items"":[{""shade"":""NAVY"",""qty"":98}],""receivedDate"":""2026-01-15T13:39:58.935Z"",""embCompleted"":true,""embUpdatedAt"":""2026-01-22T09:44:48.896Z""}]",490,no,,,MEDIUM,,,,,,,,,,,,,,,,,,,11/13/2025
JO-239,2025-11-13,MATTY LYCRA,ARMANI,"WHITE, NAVY, GREY, BLACK, S GREY","24 , 26 , 28 , 30 , 32 , 34 , 36",14,SETS,Mohit Hosiery,T-SHIRT COLLAR,KIDS,SUMMER,BHM,FRONT,BHM,FRONT,MH Pattern,COLLAR + THOKA,,no,RAVINDER (Order Referred By Mohit Goyal),,11213,,CH-EMB-0190,18 Nov 2025,"{""items"":[{""shade"":""WHITE"",""qty"":98},{""shade"":""NAVY"",""qty"":70},{""shade"":""GREY"",""qty"":98},{""shade"":""BLACK"",""qty"":98},{""shade"":""S GREY"",""qty"":98}],""completeLot"":false,""notedAt"":""2025-11-18T07:38:29.211Z""}","[{""number"":""CH-EMB-0190"",""date"":""18 Nov 2025"",""by"":"""",""completeLot"":false,""totalQty"":462,""items"":[{""shade"":""WHITE"",""qty"":98},{""shade"":""NAVY"",""qty"":70},{""shade"":""GREY"",""qty"":98},{""shade"":""BLACK"",""qty"":98},{""shade"":""S GREY"",""qty"":98}],""receivedDate"":""2025-11-18T14:51:35.722Z"",""embCompleted"":true,""embUpdatedAt"":""2025-11-28T09:04:24.899Z""}]",462,no,,,MEDIUM,,,,,,,,,,,,,,,,,,,11/13/2025
JO-240,2025-11-13,MATTY LYCRA,GUCCI,"COFFEE, WHITE, BLACK, BEIGE","24 , 26 , 28 , 30 , 32 , 34 , 36",14,SETS,Mohit Hosiery,T-SHIRT COLLAR,KIDS,SUMMER,BHM,FRONT,BHM,FRONT,MH Pattern,COLLAR + THOKA,,no,RAVINDER (Order Referred By Mohit Goyal),,11214,,CH-EMB-0198,15 Jan 2026,"{""items"":[{""shade"":""COFFEE"",""qty"":98},{""shade"":""WHITE"",""qty"":98},{""shade"":""BLACK"",""qty"":98},{""shade"":""BEIGE"",""qty"":98}],""completeLot"":false,""notedAt"":""2026-01-15T13:35:08.155Z""}","[{""number"":""CH-EMB-0198"",""date"":""19 Nov 2025"",""by"":"""",""completeLot"":false,""totalQty"":294,""items"":[{""shade"":""COFFEE"",""qty"":98},{""shade"":""WHITE"",""qty"":98},{""shade"":""BLACK"",""qty"":98}],""receivedDate"":""2025-11-20T11:41:17.658Z"",""embCompleted"":true,""embUpdatedAt"":""2025-11-28T15:05:32.462Z""},{""number"":""CH-EMB-0198"",""date"":""15 Jan 2026"",""by"":"""",""completeLot"":false,""totalQty"":98,""items"":[{""shade"":""BEIGE"",""qty"":98}],""receivedDate"":""2026-01-15T13:43:29.792Z"",""embCompleted"":true,""embUpdatedAt"":""2026-01-22T09:45:00.026Z""}]",392,no,,,MEDIUM,,,,,,,,,,,,,,,,,,,11/13/2025
JO-241,2025-11-13,MATTY LYCRA,BURBERRY,"CREAM, BLACK, COFFEE, BEIGE","24 , 26 , 28 , 30 , 32 , 34 , 36",14,SETS,Mohit Hosiery,T-SHIRT COLLAR,KIDS,SUMMER,BHM,FRONT,BHM,FRONT,MH Pattern,COLLAR + THOKA,,no,RAVINDER (Order Referred By Mohit Goyal),,11215,,CH-EMB-0199,15 Jan 2026,"{""items"":[{""shade"":""CREAM"",""qty"":98},{""shade"":""BLACK"",""qty"":98},{""shade"":""COFFEE"",""qty"":98},{""shade"":""BEIGE"",""qty"":98}],""completeLot"":false,""notedAt"":""2026-01-15T13:35:10.891Z""}","[{""number"":""CH-EMB-0199"",""date"":""19 Nov 2025"",""by"":"""",""completeLot"":false,""totalQty"":196,""items"":[{""shade"":""CREAM"",""qty"":98},{""shade"":""BLACK"",""qty"":98}],""receivedDate"":""2025-11-20T11:41:20.492Z"",""embCompleted"":true,""embUpdatedAt"":""2025-12-05T15:08:36.777Z""},{""number"":""CH-EMB-0199"",""date"":""3 Dec 2025"",""by"":"""",""completeLot"":false,""totalQty"":98,""items"":[{""shade"":""COFFEE"",""qty"":98}],""receivedDate"":""2025-12-03T07:48:21.647Z"",""embCompleted"":true,""embUpdatedAt"":""2025-12-05T15:08:45.380Z""},{""number"":""CH-EMB-0199"",""date"":""15 Jan 2026"",""by"":"""",""completeLot"":false,""totalQty"":98,""items"":[{""shade"":""BEIGE"",""qty"":98}],""receivedDate"":""2026-01-15T13:43:32.583Z"",""embCompleted"":true,""embUpdatedAt"":""2026-01-22T09:45:13.685Z""}]",392,no,,,MEDIUM,,,,,,,,,,,,,,,,,,,11/13/2025
JO-242,2025-11-13,MATTY LYCRA,COACH,"CREAM, SGREY, COFFEE, BLACK","24 , 26 , 28 , 30 , 32 , 34 , 36",14,SETS,Mohit Hosiery,T-SHIRT COLLAR,KIDS,SUMMER,BHM,FRONT,BHM,FRONT,MH Pattern,COLLAR + THOKA,,no,RAVINDER SINGH (Order Referred By Mohit Goyal),,11216,,CH-EMB-0200,19 Nov 2025,"{""items"":[{""shade"":""CREAM"",""qty"":98},{""shade"":""SGREY"",""qty"":98},{""shade"":""COFFEE"",""qty"":98},{""shade"":""BLACK"",""qty"":98}],""completeLot"":false,""notedAt"":""2025-11-19T14:48:08.350Z""}","[{""number"":""CH-EMB-0200"",""date"":""19 Nov 2025"",""by"":"""",""completeLot"":false,""totalQty"":392,""items"":[{""shade"":""CREAM"",""qty"":98},{""shade"":""SGREY"",""qty"":98},{""shade"":""COFFEE"",""qty"":98},{""shade"":""BLACK"",""qty"":98}],""receivedDate"":""2025-11-20T11:44:44.388Z"",""embCompleted"":true,""embUpdatedAt"":""2025-12-05T15:09:07.209Z""}]",392,no,,,MEDIUM,,,,,,,,,,,,,,,,,,,11/13/2025
JO-243,2025-11-13,CAMO 123,ADIDAS,"COFFEE, MILTARY, GREY, D GREY, OLIVE","M , L , L , XL , XXL",30,SETS,Mohit Hosiery,LOWER,GENTS,SUMMER,BHM,FRONT,NA,,SS Pattern,JOGGER,,no,RAVINDER SINGH (Order Referred By Mohit Goyal),https://drive.google.com/file/d/1HNGxejfefmcJZxBFTaRFwY76bicS1reP/view?usp=drive_link,11217,,CH-EMB-0201,19 Nov 2025,"{""items"":[{""shade"":""COFFEE"",""qty"":150},{""shade"":""MILTARY"",""qty"":150},{""shade"":""GREY"",""qty"":150},{""shade"":""D GREY"",""qty"":150},{""shade"":""OLIVE"",""qty"":150}],""completeLot"":false,""notedAt"":""2025-11-19T14:48:12.146Z""}","[{""number"":""CH-EMB-0201"",""date"":""19 Nov 2025"",""by"":"""",""completeLot"":false,""totalQty"":750,""items"":[{""shade"":""COFFEE"",""qty"":150},{""shade"":""MILTARY"",""qty"":150},{""shade"":""GREY"",""qty"":150},{""shade"":""D GREY"",""qty"":150},{""shade"":""OLIVE"",""qty"":150}],""receivedDate"":""2025-11-21T12:56:11.116Z"",""embCompleted"":true,""embUpdatedAt"":""2025-11-26T14:49:30.565Z""}]",750,no,,,HIGH,,,,,,,,,,,,,,,,,,,11/13/2025
JO-244,2025-11-13,JORDAN RIB,NIKE,"RED, BLACK, ROYAL, WHITE, SAGE","L , XL , XXL , XXXL",25,SETS,Mohit Hosiery,NIKKER,GENTS,SUMMER,BHM,FRONT,,,MH Pattern,NIKKER,,no,RAVINDER (Order Referred By Mohit Goyal),https://drive.google.com/file/d/1cAR2GS5GWTxUD6LWtjYqGOT5enR0My7L/view?usp=drive_link,11218,,CH-EMB-0202,19 Nov 2025,"{""items"":[{""shade"":""RED"",""qty"":100},{""shade"":""BLACK"",""qty"":100},{""shade"":""ROYAL"",""qty"":100},{""shade"":""WHITE"",""qty"":100},{""shade"":""SAGE"",""qty"":100}],""completeLot"":false,""notedAt"":""2025-11-19T14:48:37.095Z""}","[{""number"":""CH-EMB-0202"",""date"":""19 Nov 2025"",""by"":"""",""completeLot"":false,""totalQty"":500,""items"":[{""shade"":""RED"",""qty"":100},{""shade"":""BLACK"",""qty"":100},{""shade"":""ROYAL"",""qty"":100},{""shade"":""WHITE"",""qty"":100},{""shade"":""SAGE"",""qty"":100}],""receivedDate"":""2025-11-20T11:44:39.491Z"",""embCompleted"":true,""embUpdatedAt"":""2025-11-28T15:04:50.926Z""}]",500,no,,,MEDIUM,,,,,,,,,,,,,,,,,,,11/13/2025
JO-245,2025-11-13,GERMAN FLEECE,ADIDAS,"BLACK, 15%","M , L , L , XL , XXL",20,SETS,Mohit Hosiery,LOWER,GENTS,WINTER,BHM,FRONT,,,SS Pattern,3 BON,,no,RAVINDER (Order Referred By Mohit Goyal),,11219,,CH-EMB-0183,20 Nov 2025,"{""items"":[{""shade"":""BLACK"",""qty"":205},{""shade"":""WHITE"",""qty"":110},{""shade"":""15%"",""qty"":100}],""completeLot"":false,""notedAt"":""2025-11-20T06:56:20.312Z""}","[{""number"":""CH-EMB-0183"",""date"":""15 Nov 2025"",""by"":"""",""completeLot"":false,""totalQty"":315,""items"":[{""shade"":""BLACK"",""qty"":205},{""shade"":""WHITE"",""qty"":110}],""receivedDate"":""2025-11-15T14:12:05.967Z"",""embCompleted"":true,""embUpdatedAt"":""2025-11-19T05:56:14.137Z""},{""number"":""CH-EMB-0183"",""date"":""20 Nov 2025"",""by"":"""",""completeLot"":false,""totalQty"":100,""items"":[{""shade"":""15%"",""qty"":100}],""receivedDate"":""2025-11-20T11:39:03.124Z"",""embCompleted"":true,""embUpdatedAt"":""2025-11-21T06:07:33.889Z""}]",415,no,,,MEDIUM,,,,,,,,,,,,,,,,,,,11/13/2025
JO-246,2025-11-13,GERMAN FLEECE,ADIDAS,"BLACK, 15%","M , L , L , XL , XXL",20,SETS,Mohit Hosiery,LOWER,GENTS,WINTER,BHM,FRONT,,,MH Pattern,JOGGER,,no,RAVINDER (Order Referred By Mohit Goyal),,11220,,CH-EMB-0184,15 Nov 2025,"{""items"":[{""shade"":""BLACK"",""qty"":200},{""shade"":""15%"",""qty"":100},{""shade"":""CREAM"",""qty"":100}],""completeLot"":false,""notedAt"":""2025-11-15T08:43:55.488Z""}","[{""number"":""CH-EMB-0184"",""date"":""15 Nov 2025"",""by"":"""",""completeLot"":false,""totalQty"":400,""items"":[{""shade"":""BLACK"",""qty"":200},{""shade"":""15%"",""qty"":100},{""shade"":""CREAM"",""qty"":100}],""receivedDate"":""2025-11-15T14:12:08.607Z"",""embCompleted"":true,""embUpdatedAt"":""2025-11-19T05:56:18.864Z""}]",400,no,,,MEDIUM,,,,,,,,,,,,,,,,,,,11/13/2025
JO-247,2025-11-14,COTTON LYCRA,PRADA,"BLACK, CREAM, SKY, FANTIER","M , L , L , XL , XXL",50,SETS,Mohit Hosiery,T-SHIRT,GENTS,SUMMER,,,,,MH Pattern,ROUND NECK T SHIRT,,yes,RAVINDER (Order Referred By Mohit Goyal),https://drive.google.com/file/d/10GSsH_6cUXQB5TBkdIOuiNgpAJdE4Vg4/view?usp=drive_link,11221,,,,,,,,,,MEDIUM,,,,,,,,,,,,,,,,,,,11/14/2025
JO-248,2025-11-14,GERMAN FLEECE,ZARA,BLACK,"M , L , XL , XXL",150,PCS,Imran,SWEATSHIRT,GENTS,WINTER,NA,,NA,,SS Pattern,FULL ZIPPER (MONKEY HOOD),,yes,RAVINDER (Order Referred By Mohit Goyal),,64012,,,,,,,,,,HIGH,,,,,,,,,,,,,,,,,,,11/14/2025
JO-249,2025-11-14,GERMAN FLEECE,UNICLO,BLACK,"M , L , XL , XXL",100,PCS,Imran,SWEATSHIRT,GENTS,WINTER,,,,,SS Pattern,CROSS HODDIE,,yes,RAVINDER SINGH (Order Referred By Mohit Goyal),,64013,,,,,,,,,,MEDIUM,,,,,,,,,,,,,,,,,,,11/14/2025
JO-250,2025-11-14,GERMAN FLEECE,ADIDAS,"CREAM, 15%, RUST","M , M , L , L , XL , XXL",15,SETS,Mohit Hosiery,LOWER,GENTS,WINTER,BHM,FRONT,BHM,OTHER:SIDE GULLA,SS Pattern,SEF CUT SIDE GULLA,,no,RAVINDER SINGH (Order Referred By Mohit Goyal),https://drive.google.com/file/d/17eysuo772FeOKMUOvV3hjvBK_0jp6Bs6/view?usp=drive_link,11222,,CH-PRINT-0049,17 Nov 2025,"{""items"":[{""shade"":""CREAM"",""qty"":90},{""shade"":""15%"",""qty"":90},{""shade"":""RUST"",""qty"":90},{""shade"":""BLACK"",""qty"":180}],""completeLot"":false,""notedAt"":""2025-11-17T07:11:26.370Z""}","[{""number"":""CH-PRINT-0049"",""date"":""17 Nov 2025"",""by"":"""",""completeLot"":false,""totalQty"":450,""items"":[{""shade"":""CREAM"",""qty"":90},{""shade"":""15%"",""qty"":90},{""shade"":""RUST"",""qty"":90},{""shade"":""BLACK"",""qty"":180}],""receivedDate"":""2025-11-17T11:02:59.880Z"",""embCompleted"":true,""embUpdatedAt"":""2025-11-21T06:09:47.331Z""}]",450,no,,,HIGH,,,,,,,,,,,,,,,,,,,11/14/2025
JO-251,2025-11-14,COTTON LYCRA,AMI,"BLACK, WHITE, 15%","M , L , L , XL , XXL",2,ROLLS,Mohit Hosiery,T-SHIRT,GENTS,SUMMER,,,,,MH Pattern,R/N TSHIRT,,yes,RAVINDER (Order Referred By Mohit Goyal),https://drive.google.com/file/d/1hcfvn9hUfcW4DM8m8l6HtmavObHtfbWc/view?usp=drive_link,11223,,,,,,,,,,MEDIUM,,,,,,,,,,,,,,,,,,,11/14/2025
JO-252,2025-11-14,COTTON LYCRA,AMI,"BLACK, WHITE, 15%, AQUA, PINK","M , L , L , XL , XXL",2,ROLLS,Mohit Hosiery,T-SHIRT,GENTS,SUMMER,BHM,FRONT,,,MH Pattern,R/N TSHIRT,,no,RAVINDER (Order Referred By Mohit Goyal),https://drive.google.com/file/d/1j6TsqhydNIP1ispky1CsSJT0Hab-BDjd/view?usp=drive_link,11224,,CH-EMB-0186,10 Feb 2026,"{""items"":[{""shade"":""BLACK"",""qty"":175},{""shade"":""WHITE"",""qty"":170},{""shade"":""15%"",""qty"":170},{""shade"":""AQUA"",""qty"":170},{""shade"":""PINK"",""qty"":195}],""completeLot"":false,""notedAt"":""2026-02-10T13:12:16.176Z""}","[{""number"":""CH-EMB-0186"",""date"":""17 Nov 2025"",""by"":"""",""completeLot"":false,""totalQty"":880,""items"":[{""shade"":""BLACK"",""qty"":175},{""shade"":""WHITE"",""qty"":170},{""shade"":""15%"",""qty"":170},{""shade"":""AQUA"",""qty"":170},{""shade"":""PINK"",""qty"":195}],""receivedDate"":""2025-11-18T05:49:30.557Z"",""embCompleted"":true,""embUpdatedAt"":""2025-11-21T06:06:29.102Z""}]",880,no,,,MEDIUM,,,,,,,,,,,,,,,,,,,11/14/2025
